District code,State name,District name,Population,Male,Female,Literate,Male_Literate,Female_Literate,Male_Workers,Female_Workers,Frontline_Workers,Industrial_Workers,Non_Workers,Cultivator_Workers,Agricultural_Workers,Household_Workers,Other_Workers,LPG_or_PNG_Households,Housholds_with_Electric_Lighting,Households_with_Internet,Households_with_Computer,Rural_Households,Urban_Households,Below_Primary_Education,Primary_Education,Middle_Education,Secondary_Education,Higher_Education,Graduate_Education,Other_Education,Age_Group_0_29,Age_Group_30_49,Age_Group_50,Age not stated
355,JHARKHAND,Bokaro,2062330,1072807,989523,1273520,759088,514432,507677,177691,380304,305064,1376962,137521,126406,21671,399770,67157,274726,9754,37997,250312,258452,242467,338861,342646,232434,154076,116396,21157,1261238,510375,282115,8602
356,JHARKHAND,Lohardaga,461790,232629,229161,259707,149568,110139,121605,99727,103001,118331,240458,99780,80840,4449,36263,8016,28769,351,2954,96759,14725,82873,84920,63545,38503,21987,13847,976,298844,100340,62244,362
357,JHARKHAND,Purbi Singhbhum,2293919,1176902,1117017,1507699,856526,651173,616249,220918,529578,307589,1456752,112059,209802,21438,493868,159644,382507,22042,63985,262537,342126,202047,346644,369670,278853,162210,157688,25048,1292595,632314,368148,862
358,JHARKHAND,Palamu,1939869,1006302,933567,1024563,621706,402857,473042,240133,283702,429473,1226694,133585,380976,19911,178703,17270,68238,2155,19981,355529,52375,303053,296937,231565,160964,100290,63595,7117,1244572,425668,268387,1242
359,JHARKHAND,Latehar,726978,369666,357312,350682,209706,140976,180106,133273,117311,196068,413599,103693,142729,9205,57752,2177,38194,340,6240,146377,14137,109491,121529,88787,46142,23885,13956,1017,484084,152720,89870,304
360,JHARKHAND,Hazaribagh,1734495,890881,843614,1013249,596113,417136,423472,231164,327316,327320,1079859,242460,172385,16150,223641,23057,176888,3532,18181,312983,68765,253962,322344,255576,173378,99945,79898,6512,1107452,396466,230033,544
361,JHARKHAND,Ramgarh,949443,494230,455213,596497,350031,246466,234202,77923,221112,91013,637318,90770,46815,8336,166204,24095,149265,2876,12021,134067,118558,115199,138748,134324,101381,70249,47207,5397,594747,230525,123794,377
362,JHARKHAND,Dumka,1321442,668514,652928,672409,406275,266134,367108,257671,237479,387300,696663,193402,303084,23106,105187,11836,62110,1193,10396,303697,23281,229157,229259,149009,69525,38383,25593,2697,799323,324226,196164,1729
363,JHARKHAND,Jamtara,791042,404830,386212,426312,258260,168052,214740,111891,122434,204197,464411,106008,135667,11547,73409,5564,49419,808,4959,165555,20113,131150,132014,85745,40613,22995,14802,1578,480895,189889,116810,3448
364,JHARKHAND,Ranchi,2914253,1494937,1419316,1911433,1085244,826189,743967,398900,756176,386691,1771386,317487,267360,38452,519568,164237,350908,22538,76565,420740,310242,361522,547583,495515,370847,247237,195181,28424,1742293,725938,409166,36856
365,JHARKHAND,Khunti,531885,266335,265550,284575,164741,119834,141123,118861,153087,106897,271901,166290,49448,9245,35001,3779,29157,417,4747,123245,12474,64029,89730,89924,48591,20689,10130,537,327152,125649,78736,348
366,JHARKHAND,Gumla,1025213,514390,510823,559720,321795,237925,264774,222734,278931,208577,537705,321272,97918,12771,55547,9108,31687,831,7807,216629,16445,136719,242580,182260,82114,45613,23742,2913,643579,225871,155452,311
367,JHARKHAND,Simdega,599578,300309,299269,343483,191991,151492,159867,128778,155510,133135,310933,158019,90232,8011,32383,3472,16865,423,4649,144169,11114,82317,130068,97580,47836,24842,13674,1197,357859,143560,97817,342
368,JHARKHAND,Pashchimi Singhbhum,1502338,749385,752953,727561,439273,288288,392690,302173,343008,351855,807475,244172,267475,24825,158391,19441,121955,1959,12472,336928,63396,290007,461276,202752,79516,35824,10743,574,960987,353305,187635,411
369,JHARKHAND,Saraikela-Kharsawan,1065056,544411,520645,612993,365332,247661,283281,146770,228598,201453,635005,116731,142966,10251,160103,26118,138131,2606,12081,217248,68439,134506,259984,177763,106348,49944,29840,1443,634975,265892,161542,2647
370,ORISSA,Bargarh,1481255,749161,732094,983783,557217,426566,473305,288787,474390,287702,719163,216413,360650,48145,136884,16880,166909,2401,12343,411566,47395,205253,310784,247014,147217,58840,49238,8133,787033,410005,282422,1795
371,ORISSA,Jharsuguda,579505,296690,282815,405879,228092,177787,172018,75689,172069,75638,331798,40867,56809,15836,134195,18950,81433,2498,7555,103224,73962,69122,101541,103622,70928,32909,22010,7932,320156,159477,98555,1317
372,ORISSA,Sambalpur,1041099,526877,514222,703691,393192,310499,313161,192679,336854,168986,535259,86800,160798,59288,198954,33612,126498,5231,14521,220697,94798,133005,185289,171876,108455,50705,45828,13071,565700,286575,186726,2098
373,ORISSA,Debagarh,312520,158230,154290,197819,112649,85170,92384,73051,83408,82027,147085,42660,82490,8087,32198,2236,22453,825,3247,91408,7350,47615,58231,54088,27415,13420,9041,1729,176062,81789,53989,680
374,ORISSA,Sundargarh,2093437,1061147,1032290,1342322,750147,592175,584687,288540,535112,338115,1220210,184273,253327,26970,408657,77581,223537,12787,35024,387911,230151,208100,350349,335380,243386,120373,94710,36590,1188918,573238,324436,6845
375,ORISSA,Kendujhar,1801733,906487,895246,1052518,605119,447399,498077,268437,442497,324017,1035219,198044,310075,21314,237081,30240,121830,2622,13167,490634,83664,214518,287402,289350,158035,70059,57762,13918,1038890,472908,282751,7184
376,ORISSA,Mayurbhanj,2519738,1256213,1263525,1369397,794171,575226,697782,525752,548390,675144,1296204,238772,568755,113808,302199,29031,140189,2950,17999,689110,64479,283489,390037,385216,214921,92060,72847,17415,1449729,650135,414076,5798
377,ORISSA,Baleshwar,2320529,1185787,1134742,1621232,902359,718873,684020,248687,618064,314643,1387822,288818,358214,28736,256939,36478,296834,7370,28289,601154,82440,342192,470502,416510,267354,112392,105962,27493,1303828,622575,390611,3515
378,ORISSA,Bhadrak,1506337,760260,746077,1094140,596269,497871,409559,59040,328097,140502,1037738,155956,151377,14451,146815,15864,164636,2637,15609,373862,54244,210736,391081,297270,177013,71815,67536,17449,848660,393629,260486,3562
379,ORISSA,Kendrapara,1440361,717814,722547,1089265,579970,509295,386382,80508,322265,144625,973471,149264,143864,16544,157218,15879,173107,1628,11836,414749,23494,218444,357621,298557,203472,76449,75926,12507,771284,374559,290894,3624
380,ORISSA,Jagatsinghapur,1136971,577865,559106,889027,481049,407978,325589,78060,290170,113479,733322,111320,110323,16357,165649,20225,139646,3199,13312,309685,43047,151737,251767,251332,185671,72703,70602,14001,577896,317148,238753,3174
381,ORISSA,Cuttack,2624470,1352760,1271710,2011469,1103033,908436,761876,174489,696274,240091,1688105,138698,248298,51809,497560,103177,349587,15046,40589,579529,210768,289414,545514,513039,328319,159456,181601,45279,1372301,743090,499895,9184
382,ORISSA,Jajapur,1827192,926034,901158,1290455,706396,584059,486091,66143,407564,144670,1274958,120881,186021,20938,224394,25969,192249,3831,17922,495611,45528,261077,433653,330016,223657,96963,87623,19271,1010147,479392,332706,4947
383,ORISSA,Dhenkanal,1192811,612593,580218,829910,464093,365817,340552,94981,277338,158195,757278,71230,163636,17312,183355,19846,117172,1810,10600,315390,36979,188872,238599,193395,132002,53162,43064,10903,641697,326233,222398,2483
384,ORISSA,Anugul,1273821,655718,618103,869456,494425,375031,360947,165573,317547,208973,747301,107607,172414,35069,211430,27099,131916,5564,15658,340410,74177,180523,265782,204235,129226,58029,45588,16602,708493,347521,213517,4290
385,ORISSA,Nayagarh,962789,502636,460153,688362,392333,296029,284591,59042,229076,114557,619156,83022,120129,17557,122925,11159,124984,1163,8278,261646,26688,174904,227102,177180,90089,36951,33148,5685,502136,262086,196994,1573
386,ORISSA,Khordha,2251673,1167137,1084536,1749936,957515,792421,645880,146313,632625,159568,1459480,92662,116274,39471,543786,160277,349860,35701,75588,331834,356895,276378,445785,436534,295099,177974,247498,66645,1199521,653346,391701,7105
387,ORISSA,Puri,1698730,865380,833350,1291939,704857,587082,498461,123215,450536,171140,1077054,172761,163942,25115,259858,33331,201605,3416,16006,402014,72210,251520,413605,364098,179086,84374,87000,15511,888134,477430,328666,4500
388,ORISSA,Ganjam,3529031,1779218,1749813,2210050,1262652,947398,990027,511745,900744,601028,2027259,284943,565448,56274,595107,120191,405298,9049,41059,795476,219918,518072,767140,508511,297490,121151,97147,31266,1980232,924756,613249,10794
389,ORISSA,Gajapati,577817,282882,294935,262537,153663,108874,155907,138026,170371,123562,283884,65062,153199,5370,70302,12035,63112,635,5523,152095,23050,68405,76419,54787,36977,17084,12556,1882,345387,144043,85072,3315
390,ORISSA,Kandhamal,733110,359945,373165,399786,233900,165886,193515,161834,167112,188237,377761,79221,162932,11946,101250,6938,28736,768,6609,218446,24489,108606,145604,108773,48856,21351,14962,2462,436625,177471,117777,1237
391,ORISSA,Baudh,441162,221625,219537,271612,158648,112964,125627,93830,123724,95733,221705,63657,104685,11674,39441,3105,19191,245,3430,131377,6577,74205,98316,67549,30799,12500,8124,1683,253467,111571,75046,1078
392,ORISSA,Subarnapur,610183,311312,298871,398421,230393,168028,181595,105066,170218,116443,323522,74005,139413,18756,54487,5168,50028,708,4289,176927,16575,86120,139994,105846,65368,25556,16745,4881,341561,153760,113450,1412
393,ORISSA,Balangir,1648997,830097,818900,927260,545672,381588,469956,250645,402227,318374,928396,166565,326416,28650,198970,21268,123446,3286,17274,476770,62192,240180,298288,226728,116297,54694,42401,6810,904026,430011,310876,4084
394,ORISSA,Nuapada,610382,301962,308420,299383,180903,118480,168155,137283,151694,153744,304944,94692,149834,8641,52271,6414,43976,757,4221,197258,11869,64389,114394,73787,51886,19577,10131,4316,344075,152681,112325,1301
395,ORISSA,Kalahandi,1576869,787101,789768,802036,484177,317859,447290,304640,376757,375173,824939,144991,436733,18453,151753,17610,91171,1953,12622,456336,38412,213426,225468,172905,94044,40383,27385,6840,880160,415778,275533,5398
396,ORISSA,Rayagada,967911,471960,495951,407735,241959,165776,258032,209090,227815,239307,500789,99265,248175,9959,109723,24924,61543,1553,9166,237343,49205,84956,97387,73210,46001,21439,17681,6306,577569,245766,140825,3751
397,ORISSA,Nabarangapur,1220946,604812,616134,470379,286984,183395,342641,268265,279115,331791,610040,173086,328783,14409,94628,9347,34570,1324,8128,342840,29424,116468,155611,95988,44522,16463,11198,2282,745206,297552,171761,6427
398,ORISSA,Koraput,1379647,678809,700838,568090,340843,227247,384053,309353,396460,296946,686241,207194,290626,14416,181170,39631,85766,3988,17294,381789,78339,158847,158653,98266,60589,32257,29000,10200,818578,348803,207206,5060
399,ORISSA,Malkangiri,613192,303624,309568,244706,147001,97705,170495,140171,179030,131636,302526,151260,106353,7725,45328,4738,24604,448,3908,167884,15839,60913,64683,44962,19031,8487,5585,1202,381913,146355,83284,1640
400,CHHATTISGARH,Koriya,658917,334737,324180,397823,229923,167900,185483,121588,173057,134014,351846,118498,94648,4830,89095,25605,80023,1667,7609,121852,59763,143413,109639,87969,47127,38677,26802,4134,399581,165022,94073,241
401,CHHATTISGARH,Surguja,2359886,1193129,1166757,1187941,694686,493255,649888,505919,622589,533218,1204079,465287,523356,12643,154521,29433,253131,2737,18983,525596,65167,364452,338509,281260,135374,105992,64607,9524,1441436,561915,355077,1458
402,CHHATTISGARH,Jashpur,851669,424747,426922,495415,280656,214759,263645,223715,291349,196011,364309,226866,197558,7553,55383,6628,76783,567,5755,205670,20722,120768,137681,127299,64188,50562,26161,3166,488965,214455,148100,149
403,CHHATTISGARH,Raigarh,1493984,750278,743706,951639,542756,408883,429211,260956,484875,205292,803817,208313,323788,9959,148107,27771,297308,3342,13857,354278,66638,246480,260661,210964,130700,93340,66358,8804,841958,398257,253488,281
404,CHHATTISGARH,Korba,1206640,612915,593725,748759,433391,315368,333329,187857,350314,170872,685454,113071,221806,7899,178410,43357,202380,4544,18004,206598,126055,178191,188303,168387,89167,83166,61215,11792,729708,309479,166959,494
405,CHHATTISGARH,Janjgir - Champa,1619707,815717,803990,1019634,593679,425955,478278,368188,461887,384579,773241,281266,402359,15828,147013,19129,339090,1706,10833,379583,61190,257020,241692,241761,152183,127543,58712,7630,975114,383172,260898,523
406,CHHATTISGARH,Bilaspur,2663629,1351574,1312055,1596560,932474,664086,715467,487730,826568,376629,1460432,276691,572292,21658,332556,77727,519704,8566,30892,549632,188174,382091,407692,337793,189296,152838,134637,19654,1625484,655032,380114,2999
407,CHHATTISGARH,Kabeerdham,822526,412058,410468,414167,248503,165664,217073,187083,316976,87180,418370,167662,185850,3046,47598,6375,150649,682,2962,187311,23868,126806,123840,84147,37650,28074,16671,1679,515971,198517,107854,184
408,CHHATTISGARH,Rajnandgaon,1537133,762855,774278,1008379,561355,447024,436611,363481,595959,204133,737041,342116,290108,10847,157021,26486,275501,2111,11790,313604,76528,263447,287436,267653,105149,82141,51698,5340,898915,404418,233068,732
409,CHHATTISGARH,Durg,3343872,1682101,1661771,2303378,1284612,1018766,921729,575076,1206793,290012,1847067,392341,560415,22565,521484,129193,614109,16141,51289,533448,349741,463598,573291,497668,309508,286244,202424,30555,1919832,898241,523656,2143
410,CHHATTISGARH,Raipur,4063872,2048186,2015686,2629749,1493158,1136591,1099964,657700,1259138,498526,2306208,383279,708993,34078,631314,166505,728556,20261,59523,673499,395001,618508,664470,552373,313247,267265,227382,31483,2454299,1038155,560184,11234
411,CHHATTISGARH,Mahasamund,1032754,511967,520787,637963,364089,273874,291858,207402,340802,158458,533494,139199,278073,6135,75853,13200,212487,961,5614,274793,35774,179770,194739,152183,78583,57949,33357,5951,582544,272009,177826,375
412,CHHATTISGARH,Dhamtari,799781,397897,401884,546833,303924,242909,226382,176513,335368,67527,396886,135435,182602,7310,77548,14568,148926,1016,4804,168689,41792,143128,148544,120146,65196,58875,31319,5096,461125,213021,125429,206
413,CHHATTISGARH,Uttar Bastar Kanker,748941,373338,375603,456042,258298,197744,217513,171846,285536,103823,359582,194018,129142,7811,58388,7736,110208,579,4084,169191,24878,135206,124893,100674,47002,43956,21410,1658,437598,197603,113450,290
414,CHHATTISGARH,Bastar,1413199,698487,714712,650863,382335,268528,404364,322167,394824,331707,686668,284472,287828,10821,143410,22075,157646,1782,9042,316425,54894,183667,178766,139330,60936,57413,32895,3227,864272,358157,189569,1201
415,CHHATTISGARH,Narayanpur,139820,70104,69716,56621,33449,23172,38186,32903,42056,29033,68731,44389,13820,939,11941,1384,9316,86,589,26916,6179,16980,16034,9513,4158,4488,2216,268,91338,33956,14367,159
416,CHHATTISGARH,Dakshin Bastar Dantewada,533638,264142,269496,191237,116529,74708,153294,133301,184285,102310,247043,165389,69385,2310,49511,10406,43608,955,3879,106545,31304,40079,39023,27720,16665,16905,11197,1372,334987,140188,58170,293
417,CHHATTISGARH,Bijapur,255230,128663,126567,86919,54076,32843,71591,62934,69338,65187,120705,66504,49859,1399,16763,1022,12516,117,1462,50449,7942,25597,22787,14170,7192,6755,3421,147,167348,63802,23927,153
418,MADHYA PRADESH,Sheopur,687861,361784,326077,328025,208201,119824,183788,93667,196189,81266,410406,106745,115261,4166,51283,11701,74770,273,5393,150146,26376,90911,70840,43009,37072,24732,17091,1497,449974,155063,82416,408
419,MADHYA PRADESH,Morena,1965970,1068417,897553,1179685,747652,432033,525329,150664,520970,155023,1289977,304674,148222,16354,206743,45113,131486,1781,20172,319298,95288,288979,285682,228234,170254,115790,71005,8265,1254302,452484,257704,1480
420,MADHYA PRADESH,Bhind,1703005,926843,776162,1094917,676513,418404,455775,64993,422111,98657,1182237,231185,158266,9838,121479,32268,107819,1166,14368,271211,88385,202629,261162,199044,140743,96011,50222,8059,1040736,399676,258588,4005
421,MADHYA PRADESH,Gwalior,2032036,1090327,941709,1357210,803114,554096,548820,136491,559845,125466,1346725,130586,120348,22592,411785,165061,306859,15779,46454,172720,272172,235648,235924,204871,193082,166719,193947,23148,1218319,519728,291451,2538
422,MADHYA PRADESH,Datia,786754,420157,366597,491445,303815,187630,225662,95498,247229,73931,465594,152903,93744,6839,67674,17555,97696,616,5251,160453,43401,132176,131372,88949,73398,48978,34853,4262,473097,195131,118186,340
423,MADHYA PRADESH,Shivpuri,1726050,919795,806255,900846,573242,327604,481001,278280,577723,181558,966769,383340,220440,13079,142422,35706,148128,1852,15304,367859,66759,261087,214162,125117,84684,58509,44812,6218,1106084,389652,227989,2325
424,MADHYA PRADESH,Tikamgarh,1445166,760355,684811,747940,459353,288587,402776,252542,470432,184886,789848,305859,223852,15622,109985,21489,132725,1090,10899,322772,60220,202448,188694,143231,78053,58245,35034,5340,898323,343824,201875,1144
425,MADHYA PRADESH,Chhatarpur,1762375,936121,826254,943033,572010,371023,481518,270279,553862,197935,1010578,302228,238364,26390,184815,36506,176056,1880,15567,375869,95048,270951,236054,160310,112961,77787,59704,7837,1112636,394060,252417,3262
426,MADHYA PRADESH,Panna,1016520,533480,483040,552559,332140,220419,275375,156623,276633,155365,584522,135445,198847,12201,85505,13285,76097,653,8501,256744,32179,171707,134936,99251,70359,47903,29795,3052,635347,235035,144827,1311
427,MADHYA PRADESH,Sagar,2378458,1256257,1122201,1545719,908607,637112,682077,323958,779093,226942,1372423,203600,378560,140458,283417,68482,366494,4546,24811,448408,165507,347752,426916,297079,214137,137899,116753,14346,1470688,569166,335432,3172
428,MADHYA PRADESH,Damoh,1264219,661873,602346,747715,445737,301978,367711,206884,389993,184602,689624,114611,250165,67383,142436,23270,187731,1432,10504,303387,66514,197917,217296,150040,95032,64414,41158,5260,768929,312593,181403,1294
429,MADHYA PRADESH,Satna,2228935,1157495,1071440,1371781,801051,570730,590487,320862,612510,298839,1317586,227967,371584,46056,265742,55196,294702,3754,22751,461831,114173,338947,334635,309536,197373,148091,105499,16052,1365647,535086,326049,2153
430,MADHYA PRADESH,Rewa,2365106,1225100,1140006,1441757,845572,596185,617184,374762,630251,361695,1373160,258321,463506,50878,219241,45180,251132,3406,31194,523910,94489,344362,330131,312931,206274,180635,122371,11438,1460075,540235,362228,2568
431,MADHYA PRADESH,Umaria,644758,330674,314084,356672,210907,145765,175698,113993,138600,151091,355067,65369,145690,8767,69865,12713,67975,839,6360,138100,29966,90791,94011,74854,43418,27216,18144,2784,403030,158140,82984,604
432,MADHYA PRADESH,Neemuch,826067,422653,403414,508834,307889,200945,245708,172974,358500,60182,407385,175602,136330,4020,102730,34666,145258,1945,8342,174235,67962,137656,127167,83189,69134,53465,42343,6119,476995,217403,131227,442
433,MADHYA PRADESH,Mandsaur,1340411,682851,657560,834591,502898,331693,397714,282009,535066,144657,660688,281465,266350,8556,123352,47723,239885,2324,12507,302287,81832,244891,217234,149219,109751,77219,52546,4956,781000,346861,211815,735
434,MADHYA PRADESH,Ratlam,1455069,738241,716828,825880,485090,340790,411446,279534,471139,219841,764089,218692,305946,11928,154414,67830,213825,3644,14905,266716,107151,224715,194131,129392,111461,86507,67192,5868,876905,363858,213560,746
435,MADHYA PRADESH,Ujjain,1986864,1016289,970575,1240990,730817,510173,569425,328017,682115,215327,1089422,289013,302003,19678,286748,123526,323379,7501,27733,300765,188684,286534,280030,178295,159263,119586,111290,13282,1156749,508302,320502,1311
436,MADHYA PRADESH,Shajapur,1512681,780520,732161,894612,543509,351103,431857,286014,508833,209038,794810,287924,303157,8809,117981,32204,232735,1382,10797,312611,73997,271215,239081,141225,111366,75967,48671,3391,901161,369741,240768,1011
437,MADHYA PRADESH,Dewas,1563715,805359,758356,925369,550716,374653,451501,291175,528526,214150,821039,260222,310606,11816,160032,59521,270457,3518,16523,274995,101014,242508,225380,149522,125772,94403,55383,4991,943954,388648,230280,833
438,MADHYA PRADESH,Dhar,2185793,1112725,1073068,1077338,638479,438859,597079,430895,783019,244955,1157819,385522,437437,15830,189185,75637,349639,2388,18626,412348,103364,262090,244058,164576,134279,99882,66721,6543,1377326,533243,273050,2174
439,MADHYA PRADESH,Indore,3276697,1699627,1577070,2309130,1289631,1019499,939055,329140,1137251,130944,2008502,150907,185528,43584,888176,417170,593576,48691,111478,200371,587947,428413,472233,384611,362209,300076,382658,36326,1877270,894464,493096,11867
440,MADHYA PRADESH,Khargone (West Nimar),1873046,953121,919925,986234,575428,410806,518254,375865,756735,137384,978927,307085,425712,11524,149798,51538,304291,2162,14189,383543,76620,287410,256930,152267,114246,89581,64150,5291,1166866,450248,254570,1362
441,MADHYA PRADESH,Barwani,1385881,699340,686541,549926,313642,236284,365928,287969,525791,128106,731984,287704,267196,7451,91546,30115,181139,1158,8516,250358,48912,157337,137116,74067,59100,42649,30754,2581,923665,302833,158594,789
442,MADHYA PRADESH,Rajgarh,1545814,790212,755602,804245,488797,315448,429768,315835,471773,273830,800211,285095,330820,12123,117565,30688,231130,1611,12718,331894,69823,239738,174381,103464,96386,72316,51499,4799,935230,363218,246447,919
443,MADHYA PRADESH,Vidisha,1458875,769568,689307,862918,512344,350574,401583,148819,397283,153119,908473,168615,228308,12408,141071,41617,181510,1926,12888,292579,83830,242021,214603,123650,104007,65581,59814,6780,919239,335690,203005,941
444,MADHYA PRADESH,Bhopal,2371061,1236130,1134931,1660690,920314,740376,644960,222497,706036,161421,1503604,73346,105195,24732,664184,281442,452912,40788,94729,118893,581826,229082,303171,287198,211371,178165,266618,30845,1405814,625594,330291,9362
445,MADHYA PRADESH,Sehore,1311332,683743,627589,780362,469208,311154,364559,221528,372150,213937,725245,201307,227026,9917,147837,30868,212138,1566,11166,270427,59220,193885,179388,136284,120687,77541,50655,6755,817608,305605,187611,508
446,MADHYA PRADESH,Raisen,1331597,700358,631239,820220,479093,341127,370366,147472,370241,147597,813759,138725,228151,17316,133646,34499,194373,1141,9931,251272,74441,237981,210402,144108,117908,69419,48384,4607,832939,316319,181524,815
447,MADHYA PRADESH,Betul,1575362,799236,776126,939769,529783,409986,453887,333093,511287,275693,788382,253602,358157,11849,163372,45270,230974,2109,13755,318945,87704,239114,232532,176325,140402,105696,82761,5876,938819,392728,242592,1223
448,MADHYA PRADESH,Harda,570465,294838,275627,352550,203807,148743,156852,74127,163781,67198,339486,68019,101256,6459,55245,22174,95066,986,5376,112714,31845,90059,87733,60757,46556,31939,27126,3469,347774,138882,83417,392
449,MADHYA PRADESH,Hoshangabad,1241350,648725,592625,810644,469199,341445,345435,132647,361648,116434,763268,116440,181967,9982,169693,61415,198076,2871,14456,209650,105746,159703,183156,145076,119682,89589,84769,9279,730768,318232,191501,849
450,MADHYA PRADESH,Katni,1292042,662013,630029,790773,460583,330190,348410,195464,316144,227730,748168,112812,223902,31261,175899,38086,172416,2179,13094,276151,72880,198447,207366,161727,112242,80935,53578,6658,778414,326582,185857,1189
451,MADHYA PRADESH,Jabalpur,2463289,1277278,1186011,1756468,980307,776161,705970,299654,744287,261337,1457665,106882,283636,69946,545160,192581,452023,20443,58601,272284,352477,267932,352284,313910,268333,222987,235072,24872,1387369,679185,391903,4832
452,MADHYA PRADESH,Narsimhapur,1091854,568810,523044,718785,413491,305294,323464,154354,358203,119615,614036,113866,257865,10594,95493,28462,172144,1603,9751,230659,53059,160765,180070,128758,109996,82020,52763,5802,620415,289560,180831,1048
453,MADHYA PRADESH,Dindori,704524,351913,352611,378714,222759,155955,203383,186542,250137,139788,314599,150084,190962,7958,40921,4576,62372,554,6447,218021,9774,103002,113875,84065,49277,31104,15179,1674,419531,181841,102522,630
454,MADHYA PRADESH,Mandla,1054905,525272,529633,604962,348033,256929,300235,259414,325159,234490,495256,148931,318909,9453,82356,18413,143803,912,9042,279674,37258,156711,170994,115632,82166,58066,35476,4587,614794,278553,160510,1048
455,MADHYA PRADESH,Chhindwara,2090922,1064468,1026454,1294198,731294,562904,582263,375721,673845,284139,1132938,283111,422668,14585,237620,73284,344875,3588,20034,413142,140802,284113,336391,225747,215098,167946,112383,12141,1232263,535316,321977,1366
456,MADHYA PRADESH,Seoni,1379131,695879,683252,864194,485341,378853,394660,289774,397575,286859,694697,173665,376404,11957,122408,26893,228695,1182,10417,335045,47542,223650,241327,151636,116124,84398,55984,6427,809922,363037,205237,935
457,MADHYA PRADESH,Balaghat,1701698,842178,859520,1147623,626468,521155,488610,404404,530506,362508,808684,257785,459796,19245,156188,27283,277927,1712,13306,400074,70793,290699,312640,235251,168635,126308,74213,7414,969773,453605,276799,1521
458,MADHYA PRADESH,Guna,1241519,649362,592157,653980,400537,253443,335454,179443,353671,161226,726622,213949,175615,12079,113254,34184,144248,2482,11740,212765,72320,197902,157141,84560,79924,50724,42147,6451,793150,285176,162104,1089
459,MADHYA PRADESH,Ashoknagar,845071,443837,401234,469109,290304,178805,231829,83441,241288,73982,529801,116913,122387,10559,65411,15886,84720,619,6016,169606,37135,148647,117053,62802,51499,29551,22791,3466,535410,194772,114131,758
460,MADHYA PRADESH,Shahdol,1066063,540021,526042,604194,348761,255433,292402,200655,240811,252246,573006,95795,258991,14329,123942,24255,113184,1733,10817,233594,57846,161972,154282,128427,80402,60915,46513,5352,645619,269145,150655,644
461,MADHYA PRADESH,Anuppur,749237,379114,370123,436595,254120,182475,207401,139070,227040,119431,402766,115448,130376,7051,93596,23388,81338,1290,7266,147388,60325,113208,115716,93450,58536,42743,31646,3066,444954,193520,109813,950
462,MADHYA PRADESH,Sidhi,1127033,575912,551121,600785,353030,247755,284289,177471,275482,186278,665273,102644,262030,15654,81432,9569,102228,837,10790,250953,25916,185550,168224,129344,80312,60845,33067,3896,721531,253685,150959,858
463,MADHYA PRADESH,Singrauli,1178273,613637,564636,585054,359923,225131,304234,195205,348393,151046,678834,147732,228472,8856,114379,22141,73091,2627,13939,228732,58593,189929,150446,103971,61089,42434,30597,7449,771725,267189,138276,1083
464,MADHYA PRADESH,Jhabua,1025048,515023,510025,352081,214582,137499,265489,249632,370641,144480,509927,329175,115649,5132,65165,16683,125411,744,5591,211080,24713,98308,79781,40466,38236,28990,20240,1973,684200,220769,119681,398
465,MADHYA PRADESH,Alirajpur,728999,362542,366457,209754,120905,88849,188698,178099,265029,101768,362202,256393,73693,4066,32645,9021,81006,297,5126,135866,14662,43866,44457,22410,18213,15358,10040,1028,488848,155328,84149,674
466,MADHYA PRADESH,Khandwa (East Nimar),1310061,674329,635732,731615,432259,299356,369676,243300,492393,120583,697085,179337,306623,9852,117164,40893,202710,1907,10404,265663,63425,203486,201537,115166,77010,56847,42771,4970,809091,313456,186928,586
467,MADHYA PRADESH,Burhanpur,757847,388504,369343,408679,233073,175606,211925,116414,274900,53439,429508,67799,156295,8077,96168,40478,112420,986,5058,115979,62861,107547,119468,69765,57058,42618,28237,4761,469838,181605,106034,370
468,GUJARAT,Kachchh,2092371,1096737,995634,1252319,739239,513080,624704,151524,686937,89291,1316143,105876,183971,10802,475579,140067,403294,9631,31961,488293,250982,246956,469402,141345,157284,61366,60386,14062,1278604,524052,286086,3629
469,GUJARAT,Banas Kantha,3120506,1610379,1510127,1704923,1048402,656521,836268,412332,1012080,236520,1871906,475585,350541,11812,410662,84832,396873,3424,23149,666773,137424,366867,859436,159433,226765,105372,66950,14451,1984701,738412,394793,2600
470,GUJARAT,Patan,1343734,694397,649337,837913,494631,343282,383074,171756,446240,108590,788904,136590,227080,6392,184768,66310,223424,2231,12870,301483,102655,168990,364667,78731,129584,57494,46355,11111,786357,341381,213465,2531
471,GUJARAT,Mahesana,2035064,1056520,978544,1502645,847499,655146,588699,223365,698768,113296,1223000,189760,242969,10282,369053,180985,385609,7759,33731,476005,183738,260278,467128,183468,266108,139208,130723,27391,1119451,554432,357578,3603
472,GUJARAT,Sabar Kantha,2428589,1244231,1184358,1578734,918625,660109,681435,403443,795096,289782,1343711,366711,333867,10909,373391,99037,438606,5262,25425,544024,121509,214062,597667,211423,333650,198963,110817,24745,1393131,630963,400905,3590
